composite_rank,composite_score,score_status,model_name,vendor,vendor_slug,primary_category,capability_tags,is_open_weight,open_weight_evidence,license,license_class,hf_gated,openrouter_model_id,openrouter_canonical_slug,zenmux_model_id,zenmux_match_method,zenmux_match_confidence,huggingface_model_id,openrouter_tokens,openrouter_requests,openrouter_documented_top50_tokens,openrouter_usage_change,openrouter_variants_merged,zenmux_tokens,zenmux_rank,hf_downloads_30d,hf_downloads_all_time,hf_likes,openrouter_usage_score,zenmux_usage_score,hf_downloads_30d_score,hf_likes_score,release_date_hf,openrouter_added_date,hf_last_modified,input_modalities,output_modalities,hf_pipeline_tag,context_length,max_completion_tokens,parameter_count_b,architecture,model_type,model_structure,experts_per_token,quantization_method,supports_reasoning,supports_tools,supports_structured_output,prompt_price_usd_per_million,completion_price_usd_per_million,knowledge_cutoff,openrouter_url,zenmux_url,huggingface_url,source_presence,openrouter_model_ids_merged
118,19.3038,complete_three_sources,Qwen2.5 Coder 32B Instruct,Qwen,qwen,Code & Math,text_input|text_output|reasoning|coding,True,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,apache-2.0,open_source_license,False,qwen/qwen-2.5-coder-32b-instruct,qwen/qwen-2.5-coder-32b-instruct,,unmatched,0.627,Qwen/Qwen2.5-Coder-32B-Instruct,107965798,186030,0,2.5819910242036497,qwen/qwen-2.5-coder-32b-instruct,0,,1265226,10425725,2087,9.3168,0.0,72.0497,86.0759,2024-11-06,2024-11-11,2025-01-12,text,text,text-generation,32768,32768,32.764,Qwen2ForCausalLM,qwen2,Dense or unspecified,,,False,False,False,0.66,1.0,2024-06-30,https://openrouter.ai/qwen/qwen-2.5-coder-32b-instruct,,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,OpenRouter|HuggingFace,qwen/qwen-2.5-coder-32b-instruct
119,19.0593,complete_three_sources,FLUX.2 Klein 4B,Black Forest Labs,black-forest-labs,Image Generation,text_input|image_input|image_output,True,https://huggingface.co/black-forest-labs/FLUX.2-klein-4B,apache-2.0,open_source_license,False,black-forest-labs/flux.2-klein-4b,black-forest-labs/flux.2-klein-4b,,unmatched,0.0,black-forest-labs/FLUX.2-klein-4B,302666395,44989,0,-0.10183090480309383,black-forest-labs/flux.2-klein-4b,0,,386946,2055590,820,18.0124,0.0,54.0373,56.962,2026-01-14,2026-01-14,2026-02-24,text|image,image,image-to-image,40960,,3.876,,,Dense or unspecified,,,False,False,False,,,,https://openrouter.ai/black-forest-labs/flux.2-klein-4b,,https://huggingface.co/black-forest-labs/FLUX.2-klein-4B,OpenRouter|HuggingFace,black-forest-labs/flux.2-klein-4b
120,18.6953,complete_three_sources,GLM 4.6V,Z.ai,z-ai,Multimodal / VLM,image_input|text_input|video_input|text_output|reasoning|tool_use,True,https://huggingface.co/zai-org/GLM-4.6V,mit,open_source_license,False,z-ai/glm-4.6v,z-ai/glm-4.6-20251208,z-ai/glm-4.6v,exact_slug,1.0,zai-org/GLM-4.6V,1499063146,530458,0,0.5538839463127413,z-ai/glm-4.6-20251208,0,,6194,420716,394,32.9193,0.0,14.9068,32.9114,2025-12-07,2025-12-08,2025-12-09,image|text|video,text,image-text-to-text,131072,32768,107.711,Glm4vMoeForConditionalGeneration,glm4v_moe,Dense or unspecified,,,True,True,False,0.3,0.8999999999999999,,https://openrouter.ai/z-ai/glm-4.6v,https://zenmux.ai/models/z-ai/glm-4.6v,https://huggingface.co/zai-org/GLM-4.6V,OpenRouter|ZenMux_catalog|HuggingFace,z-ai/glm-4.6v
121,18.4616,complete_three_sources,bge-large-en-v1.5,BAAI,baai,Embedding / Rerank,text_input|embeddings_output,True,https://huggingface.co/BAAI/bge-large-en-v1.5,mit,open_source_license,False,baai/bge-large-en-v1.5,baai/bge-large-en-v1.5-20251117,,unmatched,0.0,BAAI/bge-large-en-v1.5,39728909,73016,0,-0.873785909736625,baai/bge-large-en-v1.5-20251117,0,,13285023,141271353,705,3.1056,0.0,97.5155,48.7342,2023-09-12,2025-11-18,2024-02-21,text,embeddings,feature-extraction,512,,0.335,BertModel,bert,Dense or unspecified,,,False,False,False,0.01,,,https://openrouter.ai/baai/bge-large-en-v1.5,,https://huggingface.co/BAAI/bge-large-en-v1.5,OpenRouter|HuggingFace,baai/bge-large-en-v1.5
122,18.2418,complete_three_sources,Uncensored,Venice,cognitivecomputations,General Language,text_input|text_output,True,https://huggingface.co/cognitivecomputations/Dolphin-Mistral-24B-Venice-Edition,apache-2.0,open_source_license,False,cognitivecomputations/dolphin-mistral-24b-venice-edition,venice/uncensored,,unmatched,0.0,cognitivecomputations/Dolphin-Mistral-24B-Venice-Edition,366757905,107469,0,-0.014803815000342294,venice/uncensored,0,,202056,410477,616,19.8758,0.0,46.5839,46.2025,2025-06-12,2025-07-09,2026-06-12,text,text,text-generation,128000,8192,24.011,Mistral3ForConditionalGeneration,mistral3,Dense or unspecified,,,False,False,False,0.19999999999999998,0.8999999999999999,2024-04-30,https://openrouter.ai/cognitivecomputations/dolphin-mistral-24b-venice-edition,,https://huggingface.co/cognitivecomputations/Dolphin-Mistral-24B-Venice-Edition,OpenRouter|HuggingFace,cognitivecomputations/dolphin-mistral-24b-venice-edition
123,17.6494,complete_three_sources,UI-TARS 7B ,ByteDance,bytedance,Multimodal / VLM,image_input|text_input|text_output|structured_output|agentic,True,https://huggingface.co/ByteDance-Seed/UI-TARS-1.5-7B,apache-2.0,open_source_license,False,bytedance/ui-tars-1.5-7b,bytedance/ui-tars-1.5-7b,,unmatched,0.235,ByteDance-Seed/UI-TARS-1.5-7B,261952708,114303,0,0.15614579499644782,bytedance/ui-tars-1.5-7b,0,,581510,2925899,581,14.9068,0.0,58.3851,43.6709,2025-04-16,2025-07-22,2025-04-18,image|text,text,image-text-to-text,128000,2048,8.292,Qwen2_5_VLForConditionalGeneration,qwen2_5_vl,Dense or unspecified,,,False,False,True,0.09999999999999999,0.19999999999999998,2025-01-31,https://openrouter.ai/bytedance/ui-tars-1.5-7b,,https://huggingface.co/ByteDance-Seed/UI-TARS-1.5-7B,OpenRouter|HuggingFace,bytedance/ui-tars-1.5-7b
124,17.5173,complete_three_sources,Nemotron 3.5 Content Safety (free),NVIDIA,nvidia,Multimodal / VLM,text_input|image_input|text_output|reasoning,True,https://huggingface.co/nvidia/Nemotron-3.5-Content-Safety,other,open_weight_custom_or_other_license,False,nvidia/nemotron-3.5-content-safety:free,nvidia/nemotron-3.5-content-safety-20260604,,unmatched,0.0,nvidia/Nemotron-3.5-Content-Safety,1392625949,524691,0,-0.9899196314113935,nvidia/nemotron-3.5-content-safety-20260604|nvidia/nemotron-3.5-content-safety-20260604:free,0,,20046,26694,39,31.677,0.0,21.118,1.8987,2026-05-22,2026-06-04,2026-06-24,text|image,text,,128000,8192,4.3,Gemma3ForConditionalGeneration,gemma3,Dense or unspecified,,,True,False,False,,,,https://openrouter.ai/nvidia/nemotron-3.5-content-safety:free,,https://huggingface.co/nvidia/Nemotron-3.5-Content-Safety,OpenRouter|HuggingFace,nvidia/nemotron-3.5-content-safety:free
125,17.296,complete_three_sources,Qwen3 30B A3B Thinking 2507,Qwen,qwen,Reasoning,text_input|text_output|reasoning|tool_use,True,https://huggingface.co/Qwen/Qwen3-30B-A3B-Thinking-2507,apache-2.0,open_source_license,False,qwen/qwen3-30b-a3b-thinking-2507,qwen/qwen3-30b-a3b-thinking-2507,,unmatched,0.808,Qwen/Qwen3-30B-A3B-Thinking-2507,420202484,98459,0,-0.5069677754435516,qwen/qwen3-30b-a3b-thinking-2507,0,,140669,3855465,377,21.7391,0.0,39.7516,31.0127,2025-07-29,2025-08-28,2025-08-17,text,text,text-generation,81920,32768,30.532,Qwen3MoeForCausalLM,qwen3_moe,Mixture-of-Experts,8,,True,True,False,0.13,1.56,2025-06-30,https://openrouter.ai/qwen/qwen3-30b-a3b-thinking-2507,,https://huggingface.co/Qwen/Qwen3-30B-A3B-Thinking-2507,OpenRouter|HuggingFace,qwen/qwen3-30b-a3b-thinking-2507
126,16.8231,complete_three_sources,E5-Large-v2,Intfloat,intfloat,Embedding / Rerank,text_input|embeddings_output,True,https://huggingface.co/intfloat/e5-large-v2,mit,open_source_license,False,intfloat/e5-large-v2,intfloat/e5-large-v2-20251117,,unmatched,0.0,intfloat/e5-large-v2,77850455,234317,0,-0.23025605212214792,intfloat/e5-large-v2-20251117,0,,2821203,40977332,281,7.4534,0.0,81.9876,23.4177,2023-05-19,2025-11-18,2025-02-17,text,embeddings,sentence-similarity,512,,0.335,BertModel,bert,Dense or unspecified,,,False,False,False,0.01,,,https://openrouter.ai/intfloat/e5-large-v2,,https://huggingface.co/intfloat/e5-large-v2,OpenRouter|HuggingFace,intfloat/e5-large-v2
127,16.7651,complete_three_sources,all-MiniLM-L12-v2,Sentence Transformers,sentence-transformers,Embedding / Rerank,text_input|embeddings_output,True,https://huggingface.co/sentence-transformers/all-MiniLM-L12-v2,apache-2.0,open_source_license,False,sentence-transformers/all-minilm-l12-v2,sentence-transformers/all-minilm-l12-v2-20251117,,unmatched,0.0,sentence-transformers/all-MiniLM-L12-v2,70925795,613617,0,-0.6330242430910402,sentence-transformers/all-minilm-l12-v2-20251117,0,,3182158,246328618,324,5.5901,0.0,85.7143,27.8481,2022-03-02,2025-11-18,2026-03-31,text,embeddings,sentence-similarity,512,,0.033,BertModel,bert,Dense or unspecified,,,False,False,False,0.005,,,https://openrouter.ai/sentence-transformers/all-minilm-l12-v2,,https://huggingface.co/sentence-transformers/all-MiniLM-L12-v2,OpenRouter|HuggingFace,sentence-transformers/all-minilm-l12-v2
128,16.665,complete_three_sources,R1 Distill Llama 70B,DeepSeek,deepseek,Reasoning,text_input|text_output|reasoning,True,https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Llama-70B,mit,open_source_license,False,deepseek/deepseek-r1-distill-llama-70b,deepseek/deepseek-r1-distill-llama-70b,,unmatched,0.2,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,111645516,62453,0,0.4443677821402786,deepseek/deepseek-r1-distill-llama-70b,0,,750323,5756257,790,9.9379,0.0,63.354,53.7975,2025-01-20,2025-01-23,2025-02-24,text,text,text-generation,8192,8192,70.554,LlamaForCausalLM,llama,Dense or unspecified,,,True,False,False,0.7999999999999999,0.7999999999999999,2024-07-31,https://openrouter.ai/deepseek/deepseek-r1-distill-llama-70b,,https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Llama-70B,OpenRouter|HuggingFace,deepseek/deepseek-r1-distill-llama-70b
129,16.4066,complete_three_sources,Gemma 2 27B,Google,google,General Language,text_input|text_output|structured_output,True,https://huggingface.co/google/gemma-2-27b-it,gemma,open_weight_custom_or_other_license,manual,google/gemma-2-27b-it,google/gemma-2-27b-it,,unmatched,0.323,google/gemma-2-27b-it,346467061,672985,0,1.6264946137262182,google/gemma-2-27b-it,0,,117426,5253085,568,19.2547,0.0,37.2671,43.038,2024-06-24,2024-07-13,2024-08-27,text,text,text-generation,8192,2048,27.227,Gemma2ForCausalLM,gemma2,Dense or unspecified,,,False,False,True,0.65,0.65,2024-06-30,https://openrouter.ai/google/gemma-2-27b-it,,https://huggingface.co/google/gemma-2-27b-it,OpenRouter|HuggingFace,google/gemma-2-27b-it
130,16.2868,complete_three_sources,Trinity Large Thinking,Arcee AI,arcee-ai,Reasoning,text_input|text_output|reasoning|tool_use|structured_output|agentic,True,https://huggingface.co/arcee-ai/Trinity-Large-Thinking,other,open_weight_custom_or_other_license,False,arcee-ai/trinity-large-thinking,arcee-ai/trinity-large-thinking,,unmatched,0.0,arcee-ai/Trinity-Large-Thinking,1067305911,123175,0,-0.0773395693295142,arcee-ai/trinity-large-thinking,0,,8786,61474,186,29.1925,0.0,16.1491,14.557,2026-04-01,2026-04-01,2026-05-28,text,text,text-generation,262144,262144,398.635,AfmoeForCausalLM,afmoe,Mixture-of-Experts,4,,True,True,True,0.22,0.85,,https://openrouter.ai/arcee-ai/trinity-large-thinking,,https://huggingface.co/arcee-ai/Trinity-Large-Thinking,OpenRouter|HuggingFace,arcee-ai/trinity-large-thinking
131,15.8737,complete_three_sources,Cydonia 24B V4.1,TheDrummer,thedrummer,General Language,text_input|text_output|structured_output,True,https://huggingface.co/thedrummer/cydonia-24b-v4.1,,open_weight_license_unverified,False,thedrummer/cydonia-24b-v4.1,thedrummer/cydonia-24b-v4.1,,unmatched,0.0,thedrummer/cydonia-24b-v4.1,1242266056,346768,0,0.020022633182430617,thedrummer/cydonia-24b-v4.1,0,,2170,17873,80,31.0559,0.0,11.1801,4.4304,2025-08-17,2025-09-27,2025-08-24,text,text,,131072,131072,23.572,MistralForCausalLM,mistral,Dense or unspecified,,,False,False,True,0.3,0.5,2024-04-30,https://openrouter.ai/thedrummer/cydonia-24b-v4.1,,https://huggingface.co/thedrummer/cydonia-24b-v4.1,OpenRouter|HuggingFace,thedrummer/cydonia-24b-v4.1
132,15.7455,complete_three_sources,Qwen3 VL 235B A22B Thinking,Qwen,qwen,Multimodal / VLM,text_input|image_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3-VL-235B-A22B-Thinking,apache-2.0,open_source_license,False,qwen/qwen3-vl-235b-a22b-thinking,qwen/qwen3-vl-235b-a22b-thinking,,unmatched,0.808,Qwen/Qwen3-VL-235B-A22B-Thinking,517612257,183096,0,0.25276995314618206,qwen/qwen3-vl-235b-a22b-thinking,0,,10873,3501657,400,25.4658,0.0,17.3913,33.5443,2025-09-22,2025-09-23,2025-11-26,text|image,text,image-text-to-text,131072,32768,235.67,Qwen3VLMoeForConditionalGeneration,qwen3_vl_moe,Dense or unspecified,,,True,True,True,0.26,2.6,2025-03-31,https://openrouter.ai/qwen/qwen3-vl-235b-a22b-thinking,,https://huggingface.co/Qwen/Qwen3-VL-235B-A22B-Thinking,OpenRouter|HuggingFace,qwen/qwen3-vl-235b-a22b-thinking
133,15.4782,complete_three_sources,paraphrase-MiniLM-L6-v2,Sentence Transformers,sentence-transformers,Embedding / Rerank,text_input|embeddings_output,True,https://huggingface.co/sentence-transformers/paraphrase-MiniLM-L6-v2,apache-2.0,open_source_license,False,sentence-transformers/paraphrase-minilm-l6-v2,sentence-transformers/paraphrase-minilm-l6-v2-20251117,,unmatched,0.0,sentence-transformers/paraphrase-MiniLM-L6-v2,73590936,27521,0,2.4430711635720126,sentence-transformers/paraphrase-minilm-l6-v2-20251117,0,,2504414,157626480,149,6.2112,0.0,80.1242,13.2911,2022-03-02,2025-11-18,2025-03-06,text,embeddings,sentence-similarity,512,,0.023,BertModel,bert,Dense or unspecified,,,False,False,False,0.005,,,https://openrouter.ai/sentence-transformers/paraphrase-minilm-l6-v2,,https://huggingface.co/sentence-transformers/paraphrase-MiniLM-L6-v2,OpenRouter|HuggingFace,sentence-transformers/paraphrase-minilm-l6-v2
134,14.8597,complete_three_sources,GLM 4.5V,Z.ai,z-ai,Multimodal / VLM,text_input|image_input|text_output|reasoning|tool_use|agentic,True,https://huggingface.co/zai-org/GLM-4.5V,mit,open_source_license,False,z-ai/glm-4.5v,z-ai/glm-4.5v,,unmatched,0.714,zai-org/GLM-4.5V,245746367,103468,0,2.7726993125403125,z-ai/glm-4.5v,0,,150329,922991,719,13.6646,0.0,41.6149,49.3671,2025-08-10,2025-08-11,2025-10-25,text|image,text,image-text-to-text,65536,16384,107.711,Glm4vMoeForConditionalGeneration,glm4v_moe,Mixture-of-Experts,,,True,True,False,0.6,1.7999999999999998,2024-12-31,https://openrouter.ai/z-ai/glm-4.5v,,https://huggingface.co/zai-org/GLM-4.5V,OpenRouter|HuggingFace,z-ai/glm-4.5v
135,14.7927,complete_three_sources,GTE-Base,Thenlper,thenlper,Embedding / Rerank,text_input|embeddings_output|coding,True,https://huggingface.co/thenlper/gte-base,mit,open_source_license,False,thenlper/gte-base,thenlper/gte-base-20251117,,unmatched,0.0,thenlper/gte-base,235319315,173798,0,0.11015356758619921,thenlper/gte-base-20251117,0,,527647,22085981,131,12.4224,0.0,57.764,10.7595,2023-07-27,2025-11-18,2024-11-16,text,embeddings,sentence-similarity,512,,0.109,BertModel,bert,Dense or unspecified,,,False,False,False,0.005,,,https://openrouter.ai/thenlper/gte-base,,https://huggingface.co/thenlper/gte-base,OpenRouter|HuggingFace,thenlper/gte-base
136,14.7683,complete_three_sources,Mixtral 8x22B Instruct,Mistral,mistralai,General Language,text_input|file_input|text_output|tool_use|structured_output|coding,True,https://huggingface.co/mistralai/Mixtral-8x22B-Instruct-v0.1,apache-2.0,open_source_license,False,mistralai/mixtral-8x22b-instruct,mistralai/mixtral-8x22b-instruct,,unmatched,0.5,mistralai/Mixtral-8x22B-Instruct-v0.1,286809514,84130,0,0.5768703727392831,mistralai/mixtral-8x22b-instruct,0,,71589,6223465,756,16.7702,0.0,31.0559,51.2658,2024-04-16,2024-04-17,2025-07-24,text|file,text,,65536,,140.63,MixtralForCausalLM,mixtral,Mixture-of-Experts,2,,False,True,True,2.0,6.0,2024-01-31,https://openrouter.ai/mistralai/mixtral-8x22b-instruct,,https://huggingface.co/mistralai/Mixtral-8x22B-Instruct-v0.1,OpenRouter|HuggingFace,mistralai/mixtral-8x22b-instruct
137,14.7506,complete_three_sources,MythoMax 13B,Gryphe,gryphe,General Language,text_input|text_output|structured_output,True,https://huggingface.co/Gryphe/MythoMax-L2-13b,other,open_weight_custom_or_other_license,False,gryphe/mythomax-l2-13b,gryphe/mythomax-l2-13b,,unmatched,0.0,Gryphe/MythoMax-L2-13b,776503026,633132,0,-0.14982180799862724,gryphe/mythomax-l2-13b,0,,930,736421,393,27.3292,0.0,5.5901,32.2785,2023-08-10,2023-07-02,2024-04-21,text,text,text-generation,8192,4096,,LlamaForCausalLM,llama,Unknown,,,False,False,True,0.06,0.06,2023-06-30,https://openrouter.ai/gryphe/mythomax-l2-13b,,https://huggingface.co/Gryphe/MythoMax-L2-13b,OpenRouter|HuggingFace,gryphe/mythomax-l2-13b
138,14.3867,complete_three_sources,Voxtral Small 24B 2507,Mistral,mistralai,Multimodal / VLM,text_input|audio_input|file_input|text_output|tool_use|structured_output,True,https://huggingface.co/mistralai/Voxtral-Small-24B-2507,apache-2.0,open_source_license,False,mistralai/voxtral-small-24b-2507,mistralai/voxtral-small-24b-2507,,unmatched,0.41,mistralai/Voxtral-Small-24B-2507,152709629,347493,0,-0.1410291626229522,mistralai/voxtral-small-24b-2507,0,,255539,692280,515,11.1801,0.0,48.4472,41.7722,2025-07-01,2025-10-30,2025-12-20,text|audio|file,text,audio-text-to-text,32000,,24.262,VoxtralForConditionalGeneration,voxtral,Dense or unspecified,,,False,True,True,0.09999999999999999,0.3,,https://openrouter.ai/mistralai/voxtral-small-24b-2507,,https://huggingface.co/mistralai/Voxtral-Small-24B-2507,OpenRouter|HuggingFace,mistralai/voxtral-small-24b-2507
139,14.2881,complete_three_sources,Skyfall 36B V2,TheDrummer,thedrummer,General Language,text_input|text_output|structured_output,True,https://huggingface.co/TheDrummer/Skyfall-36B-v2,other,open_weight_custom_or_other_license,False,thedrummer/skyfall-36b-v2,thedrummer/skyfall-36b-v2,,unmatched,0.0,TheDrummer/Skyfall-36B-v2,936339568,143701,0,4.67348905747273,thedrummer/skyfall-36b-v2,0,,2011,11134,51,27.9503,0.0,10.559,2.5316,2025-02-03,2025-03-10,2025-02-19,text,text,,32768,32768,36.911,MistralForCausalLM,mistral,Dense or unspecified,,,False,False,True,0.55,0.7999999999999999,2024-06-30,https://openrouter.ai/thedrummer/skyfall-36b-v2,,https://huggingface.co/TheDrummer/Skyfall-36B-v2,OpenRouter|HuggingFace,thedrummer/skyfall-36b-v2
140,14.2706,complete_three_sources,Qwen3 VL 30B A3B Thinking,Qwen,qwen,Multimodal / VLM,text_input|image_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3-VL-30B-A3B-Thinking,apache-2.0,open_source_license,False,qwen/qwen3-vl-30b-a3b-thinking,qwen/qwen3-vl-30b-a3b-thinking,,unmatched,0.683,Qwen/Qwen3-VL-30B-A3B-Thinking,463954664,57317,0,0.33137079667012864,qwen/qwen3-vl-30b-a3b-thinking,0,,16720,955251,200,22.9814,0.0,20.4969,17.0886,2025-09-30,2025-10-06,2025-11-26,text|image,text,image-text-to-text,262144,32768,31.071,Qwen3VLMoeForConditionalGeneration,qwen3_vl_moe,Dense or unspecified,,,True,True,True,0.13,1.56,2025-03-31,https://openrouter.ai/qwen/qwen3-vl-30b-a3b-thinking,,https://huggingface.co/Qwen/Qwen3-VL-30B-A3B-Thinking,OpenRouter|HuggingFace,qwen/qwen3-vl-30b-a3b-thinking
141,14.0422,complete_three_sources,Qwen3 Next 80B A3B Thinking,Qwen,qwen,Reasoning,text_input|text_output|reasoning|tool_use|structured_output|coding|agentic,True,https://huggingface.co/Qwen/Qwen3-Next-80B-A3B-Thinking,apache-2.0,open_source_license,False,qwen/qwen3-next-80b-a3b-thinking,qwen/qwen3-next-80b-a3b-thinking-2509,,unmatched,0.651,Qwen/Qwen3-Next-80B-A3B-Thinking,345001711,56000,0,-0.2076012341937729,qwen/qwen3-next-80b-a3b-thinking-2509,0,,36365,2415961,492,18.6335,0.0,24.8447,38.6076,2025-09-09,2025-09-11,2025-09-15,text,text,text-generation,262144,32768,81.325,Qwen3NextForCausalLM,qwen3_next,Mixture-of-Experts,10,,True,True,True,0.0975,0.78,2025-09-30,https://openrouter.ai/qwen/qwen3-next-80b-a3b-thinking,,https://huggingface.co/Qwen/Qwen3-Next-80B-A3B-Thinking,OpenRouter|HuggingFace,qwen/qwen3-next-80b-a3b-thinking
142,13.4374,complete_three_sources,Hermes 3 405B Instruct,Nous,nousresearch,General Language,text_input|text_output|reasoning|structured_output|agentic,True,https://huggingface.co/NousResearch/Hermes-3-Llama-3.1-405B,llama3,open_weight_custom_or_other_license,False,nousresearch/hermes-3-llama-3.1-405b,nousresearch/hermes-3-llama-3.1-405b,,unmatched,0.0,NousResearch/Hermes-3-Llama-3.1-405B,536237458,190060,0,-0.12851771670416384,nousresearch/hermes-3-llama-3.1-405b,0,,643,954951,272,26.087,0.0,3.7267,22.7848,2024-08-13,2024-08-16,2024-10-08,text,text,text-generation,131072,16384,405.853,LlamaForCausalLM,llama,Dense or unspecified,,,False,False,True,1.0,1.0,2023-12-31,https://openrouter.ai/nousresearch/hermes-3-llama-3.1-405b,,https://huggingface.co/NousResearch/Hermes-3-Llama-3.1-405B,OpenRouter|HuggingFace,nousresearch/hermes-3-llama-3.1-405b
143,12.8432,complete_three_sources,Qwen3 VL 8B Thinking,Qwen,qwen,Multimodal / VLM,image_input|text_input|text_output|reasoning|tool_use|structured_output,True,https://huggingface.co/Qwen/Qwen3-VL-8B-Thinking,apache-2.0,open_source_license,False,qwen/qwen3-vl-8b-thinking,qwen/qwen3-vl-8b-thinking,,unmatched,0.703,Qwen/Qwen3-VL-8B-Thinking,239550115,56262,0,0.9837124738380705,qwen/qwen3-vl-8b-thinking,0,,143295,2333162,217,13.0435,0.0,40.3727,18.3544,2025-10-11,2025-10-14,2025-11-26,image|text,text,image-text-to-text,131072,32768,8.767,Qwen3VLForConditionalGeneration,qwen3_vl,Dense or unspecified,,,True,True,True,0.117,1.365,,https://openrouter.ai/qwen/qwen3-vl-8b-thinking,,https://huggingface.co/Qwen/Qwen3-VL-8B-Thinking,OpenRouter|HuggingFace,qwen/qwen3-vl-8b-thinking
144,12.4688,complete_three_sources,multi-qa-mpnet-base-dot-v1,Sentence Transformers,sentence-transformers,Embedding / Rerank,text_input|embeddings_output,True,https://huggingface.co/sentence-transformers/multi-qa-mpnet-base-dot-v1,,open_weight_license_unverified,False,sentence-transformers/multi-qa-mpnet-base-dot-v1,sentence-transformers/multi-qa-mpnet-base-dot-v1-20251117,,unmatched,0.0,sentence-transformers/multi-qa-mpnet-base-dot-v1,1021085,398,0,1.5344895203486928,sentence-transformers/multi-qa-mpnet-base-dot-v1-20251117,0,,1966331,75919447,193,0.0,0.0,77.6398,16.4557,2022-03-02,2025-11-18,2025-08-19,text,embeddings,sentence-similarity,512,,0.109,MPNetForMaskedLM,mpnet,Dense or unspecified,,,False,False,False,0.005,,,https://openrouter.ai/sentence-transformers/multi-qa-mpnet-base-dot-v1,,https://huggingface.co/sentence-transformers/multi-qa-mpnet-base-dot-v1,OpenRouter|HuggingFace,sentence-transformers/multi-qa-mpnet-base-dot-v1
145,12.3088,complete_three_sources,Hermes 3 70B Instruct,Nous,nousresearch,General Language,text_input|text_output|reasoning|structured_output|agentic,True,https://huggingface.co/NousResearch/Hermes-3-Llama-3.1-70B,llama3,open_weight_custom_or_other_license,False,nousresearch/hermes-3-llama-3.1-70b,nousresearch/hermes-3-llama-3.1-70b,,unmatched,0.0,NousResearch/Hermes-3-Llama-3.1-70B,401006469,155678,0,1.759104810664125e-05,nousresearch/hermes-3-llama-3.1-70b,0,,9897,323862,132,20.4969,0.0,16.7702,11.3924,2024-07-29,2024-08-18,2024-09-08,text,text,text-generation,131072,16384,70.554,LlamaForCausalLM,llama,Dense or unspecified,,,False,False,True,0.7,0.7,2023-12-31,https://openrouter.ai/nousresearch/hermes-3-llama-3.1-70b,,https://huggingface.co/NousResearch/Hermes-3-Llama-3.1-70B,OpenRouter|HuggingFace,nousresearch/hermes-3-llama-3.1-70b
146,12.0626,complete_three_sources,E5-Base-v2,Intfloat,intfloat,Embedding / Rerank,text_input|embeddings_output|coding,True,https://huggingface.co/intfloat/e5-base-v2,mit,open_source_license,False,intfloat/e5-base-v2,intfloat/e5-base-v2-20251117,,unmatched,0.0,intfloat/e5-base-v2,3759312,4742,0,0.9644813212091505,intfloat/e5-base-v2-20251117,0,,1326065,26975806,156,0.6211,0.0,73.913,13.9241,2023-05-19,2025-11-18,2025-02-17,text,embeddings,sentence-similarity,512,,0.109,BertModel,bert,Dense or unspecified,,,False,False,False,0.005,,,https://openrouter.ai/intfloat/e5-base-v2,,https://huggingface.co/intfloat/e5-base-v2,OpenRouter|HuggingFace,intfloat/e5-base-v2
147,11.8376,complete_three_sources,Hermes 4 405B,Nous,nousresearch,Reasoning,text_input|text_output|reasoning,True,https://huggingface.co/NousResearch/Hermes-4-405B,llama3,open_weight_custom_or_other_license,False,nousresearch/hermes-4-405b,nousresearch/hermes-4-405b,,unmatched,0.0,NousResearch/Hermes-4-405B,482117450,117050,0,0.04741191190335447,nousresearch/hermes-4-405b,0,,819,5156,92,24.2236,0.0,4.3478,5.6962,2025-08-06,2025-08-26,2025-09-02,text,text,text-generation,131072,,405.853,LlamaForCausalLM,llama,Dense or unspecified,,,True,False,False,1.0,3.0,2024-08-31,https://openrouter.ai/nousresearch/hermes-4-405b,,https://huggingface.co/NousResearch/Hermes-4-405B,OpenRouter|HuggingFace,nousresearch/hermes-4-405b
148,11.6707,complete_three_sources,GTE-Large,Thenlper,thenlper,Embedding / Rerank,text_input|embeddings_output,True,https://huggingface.co/thenlper/gte-large,mit,open_source_license,False,thenlper/gte-large,thenlper/gte-large-20251117,,unmatched,0.0,thenlper/gte-large,7575153,33839,0,-0.5792597754309001,thenlper/gte-large-20251117,0,,849546,28764167,305,1.2422,0.0,65.2174,26.5823,2023-07-27,2025-11-18,2024-11-15,text,embeddings,sentence-similarity,512,,0.335,BertModel,bert,Dense or unspecified,,,False,False,False,0.01,,,https://openrouter.ai/thenlper/gte-large,,https://huggingface.co/thenlper/gte-large,OpenRouter|HuggingFace,thenlper/gte-large
